Date_Time,% On-TimeGateArrivals,AverageBlockDelay,AverageTaxiInDelay,AverageAirborneDelay,AverageAirportDepartureDelay,AverageGateDepartureDelay,AverageGateArrivalDelay
2019-03-27 07:00:00,97.3,1.24,7.53,1.47,6.53,3.54,1.99
2019-03-28 07:00:00,93.75,1.15,7.59,2.31,6.01,3.27,2.33
2019-03-29 07:00:00,97.4,1.74,9.4,1.99,7.39,3.25,1.58
2019-03-30 07:00:00,90.63,2.52,8.0,2.17,5.09,1.83,4.42
2019-03-31 07:00:00,92.65,3.1,5.24,1.47,9.56,6.16,3.96
2019-04-01 07:00:00,85.33,1.75,4.73,0.92,15.56,9.97,10.0
2019-04-02 07:00:00,90.28,2.96,4.04,1.4,4.73,1.04,6.32
2019-04-03 07:00:00,94.37,1.52,5.81,1.56,5.46,2.11,3.08
2019-04-04 07:00:00,88.89,3.26,9.68,3.78,7.16,4.08,4.85
2019-04-05 07:00:00,94.12,1.06,8.29,3.13,7.41,2.6,1.85
2019-04-06 07:00:00,91.23,2.21,8.55,2.26,7.26,5.09,7.96
2019-04-07 07:00:00,95.38,1.43,9.5,1.38,5.7,2.58,1.8
2019-04-08 07:00:00,92.54,3.22,10.54,1.88,6.47,2.52,3.13
2019-04-09 07:00:00,95.59,0.57,5.46,1.65,10.31,5.62,1.97
2019-04-10 07:00:00,94.2,3.23,9.88,2.61,7.15,3.7,2.74
2019-04-11 07:00:00,81.82,6.86,8.78,4.59,7.64,3.37,10.65
2019-04-12 07:00:00,89.71,3.07,5.93,3.21,8.36,3.64,13.4
2019-04-13 07:00:00,94.74,1.46,3.98,2.32,6.04,3.95,2.4
2019-04-14 07:00:00,78.69,7.15,11.97,3.38,26.33,5.73,8.89
2019-04-15 07:00:00,76.36,6.65,10.63,1.42,23.59,16.42,12.62
2019-04-16 07:00:00,97.14,1.11,5.37,1.56,8.25,5.69,1.96
2019-04-17 07:00:00,98.55,1.64,9.92,2.57,7.12,2.29,0.87
2019-04-18 07:00:00,84.29,2.19,6.11,3.13,11.15,5.42,6.97
2019-04-19 07:00:00,91.43,2.94,10.22,3.13,12.46,5.34,7.5
2019-04-20 07:00:00,92.73,0.22,5.61,1.56,4.21,1.07,4.02
2019-04-21 07:00:00,96.43,0.18,2.53,0.89,7.02,5.63,2.82
2019-04-22 07:00:00,95.89,1.41,7.45,1.32,8.03,3.44,1.97
2019-04-23 07:00:00,89.71,2.29,7.17,3.01,8.27,4.78,4.6
2019-04-24 07:00:00,97.18,2.99,11.24,2.42,6.97,3.4,1.9
2019-04-25 07:00:00,95.89,2.48,8.86,1.14,6.24,2.93,6.55
2019-04-26 07:00:00,95.71,0.79,5.97,1.6,8.27,4.49,1.87
2019-04-27 07:00:00,94.64,1.41,7.06,1.54,8.14,4.64,1.55
2019-04-28 07:00:00,92.86,5.57,9.51,2.18,12.82,6.35,5.07
2019-04-29 07:00:00,69.86,14.75,10.45,11.44,13.07,3.39,14.62
2019-04-30 07:00:00,92.75,2.99,7.29,4.46,9.45,2.92,3.84
2019-05-01 07:00:00,91.43,3.59,9.44,3.54,11.17,4.69,4.97
2019-05-02 07:00:00,93.06,3.26,9.03,4.44,13.4,2.36,3.85
2019-05-03 07:00:00,91.55,3.49,10.8,2.9,8.73,4.23,5.73
2019-05-04 07:00:00,94.23,1.42,5.45,1.29,6.41,3.71,2.9
2019-05-05 07:00:00,93.33,1.63,7.71,0.75,6.37,3.34,3.5
2019-05-06 07:00:00,92.65,2.57,10.34,1.41,6.63,2.3,4.57
2019-05-07 07:00:00,87.88,3.45,9.65,3.24,11.49,3.67,3.38
2019-05-08 07:00:00,90.0,6.89,7.9,8.01,12.58,8.81,11.36
2019-05-09 07:00:00,97.06,1.69,6.76,3.1,10.49,4.87,1.35
2019-05-10 07:00:00,97.18,2.13,6.26,2.55,7.18,3.43,2.17
2019-05-11 07:00:00,92.59,1.65,6.06,1.78,13.47,8.7,2.33
2019-05-12 07:00:00,93.75,2.31,9.37,2.14,5.28,1.76,4.0
2019-05-13 07:00:00,93.24,1.31,5.84,1.08,10.33,5.94,3.0
2019-05-14 07:00:00,98.51,1.37,6.47,1.39,7.29,4.62,1.21
2019-05-15 07:00:00,97.01,0.36,6.29,0.99,3.89,1.54,2.55
2019-05-16 07:00:00,90.41,1.0,6.24,1.33,10.24,6.66,7.7
2019-05-17 07:00:00,87.32,3.86,8.78,3.37,11.03,7.19,5.69
2019-05-18 07:00:00,96.23,0.96,4.87,3.23,1.84,0.3,3.02
2019-05-19 07:00:00,90.16,3.9,11.31,2.82,8.62,3.68,3.69
2019-05-20 07:00:00,87.14,1.59,6.81,1.81,8.03,4.15,4.53
2019-05-21 07:00:00,90.0,3.7,9.35,3.64,9.78,5.33,4.49
2019-05-22 07:00:00,89.55,4.16,10.14,3.69,11.15,2.36,3.57
2019-05-23 07:00:00,70.42,9.89,4.13,3.42,12.11,6.49,29.7
2019-05-24 07:00:00,66.2,10.14,9.71,6.15,22.09,13.06,19.1
2019-05-25 07:00:00,94.55,0.82,2.76,1.16,5.86,2.21,3.31
2019-05-26 07:00:00,91.84,0.63,5.88,1.47,5.67,3.92,4.76
2019-05-27 07:00:00,93.75,2.44,6.55,2.2,4.31,2.88,3.23
2019-05-28 07:00:00,89.04,2.22,6.9,2.22,15.28,8.31,6.97
2019-05-29 07:00:00,93.65,1.71,5.54,2.62,9.94,4.61,5.57
2019-05-30 07:00:00,91.3,3.28,6.17,3.87,9.48,4.8,3.01
2019-05-31 07:00:00,92.96,2.58,9.85,1.24,6.71,3.11,2.61
2019-03-01 08:00:00,81.08,6.86,8.22,1.43,10.66,3.08,8.65
2019-03-02 08:00:00,76.56,4.56,10.32,1.81,31.63,9.43,9.63
2019-03-03 08:00:00,80.28,5.06,5.65,2.24,10.09,4.05,9.93
2019-03-04 08:00:00,85.71,5.61,7.89,2.14,14.42,8.57,13.44
2019-03-05 08:00:00,88.0,5.03,9.67,1.65,14.44,4.01,5.35
2019-03-06 08:00:00,92.11,4.22,6.93,1.99,12.11,2.65,6.62
2019-03-07 08:00:00,92.31,3.56,4.82,1.4,4.89,2.78,2.29
2019-03-08 08:00:00,77.92,7.75,12.36,3.39,31.72,7.72,15.53
2019-03-09 08:00:00,79.73,8.64,9.86,4.27,12.9,5.48,12.47
2019-03-10 08:00:00,75.36,7.12,9.77,3.59,17.21,8.87,13.13
2019-03-11 08:00:00,89.47,3.24,7.12,1.61,7.97,2.66,6.3
2019-03-12 08:00:00,96.1,2.75,9.34,1.49,9.3,1.43,2.92
2019-03-13 08:00:00,91.89,4.3,8.9,3.39,14.31,5.35,4.2
2019-03-14 08:00:00,92.75,2.28,7.04,3.54,8.86,1.46,3.62
2019-03-15 08:00:00,86.67,2.56,7.94,1.85,12.57,6.49,6.36
2019-03-16 08:00:00,91.78,3.34,7.44,1.44,14.22,5.98,4.95
2019-03-17 08:00:00,85.51,3.51,6.3,1.9,10.16,6.19,5.19
2019-03-18 08:00:00,94.74,2.34,7.1,1.22,9.6,4.3,2.47
2019-03-19 08:00:00,98.65,3.95,7.19,2.46,8.49,2.83,2.85
2019-03-20 08:00:00,93.33,3.76,9.93,1.89,15.09,3.71,2.52
2019-03-21 08:00:00,97.37,1.91,10.04,1.53,19.12,9.08,1.78
2019-03-22 08:00:00,94.81,3.25,6.97,2.12,10.98,5.97,3.79
2019-03-23 08:00:00,86.67,6.31,14.86,1.31,15.37,4.7,4.72
2019-03-24 08:00:00,95.71,1.91,8.31,1.01,8.54,2.67,3.26
2019-03-25 08:00:00,91.14,4.25,11.18,3.38,10.0,4.64,4.78
2019-03-26 08:00:00,97.37,2.64,10.23,1.13,11.35,2.6,1.14
2019-03-27 08:00:00,96.15,1.12,7.19,1.04,6.61,2.3,6.73
2019-03-28 08:00:00,97.33,0.89,5.32,1.43,8.8,4.82,2.29
2019-03-29 08:00:00,90.91,3.53,10.96,2.7,12.68,5.93,3.06
2019-03-30 08:00:00,97.3,2.54,11.92,1.68,10.16,5.84,2.22
2019-03-31 08:00:00,83.12,5.13,5.81,1.49,9.04,3.83,8.94
2019-04-01 08:00:00,69.88,3.52,7.76,1.06,20.82,14.07,13.61
2019-04-02 08:00:00,93.75,2.48,8.68,1.48,8.23,2.38,5.76
2019-04-03 08:00:00,91.86,3.64,6.89,1.51,9.85,3.61,3.01
2019-04-04 08:00:00,88.51,7.83,9.45,5.18,8.61,4.7,7.4
2019-04-05 08:00:00,94.44,3.03,9.27,2.92,10.27,3.7,3.17
2019-04-06 08:00:00,92.59,1.94,10.22,1.22,10.92,3.98,7.15
2019-04-07 08:00:00,90.79,3.01,9.55,2.38,4.47,1.91,4.7
2019-04-08 08:00:00,94.05,1.89,8.5,1.79,8.97,3.77,2.51
2019-04-09 08:00:00,92.68,2.09,8.46,0.91,8.03,2.4,3.21
2019-04-10 08:00:00,90.59,6.05,9.58,5.01,9.91,4.13,4.14
2019-04-11 08:00:00,79.27,6.65,8.13,4.1,8.35,3.91,10.07
2019-04-12 08:00:00,87.36,3.13,7.27,2.69,12.59,6.18,4.38
2019-04-13 08:00:00,95.0,1.35,7.76,1.9,6.08,2.78,2.75
2019-04-14 08:00:00,81.58,7.11,12.71,4.29,50.2,19.1,8.38
2019-04-15 08:00:00,81.08,4.49,9.38,1.62,21.7,13.92,17.85
2019-04-16 08:00:00,93.9,1.29,7.45,1.1,10.74,5.24,3.94
2019-04-17 08:00:00,98.82,2.39,8.96,3.13,6.68,0.64,0.93
2019-04-18 08:00:00,82.35,4.27,6.5,3.96,9.26,3.77,7.89
2019-04-19 08:00:00,87.95,3.17,10.65,3.83,14.15,6.9,16.23
2019-04-20 08:00:00,92.0,2.69,8.57,2.81,4.51,1.41,5.61
2019-04-21 08:00:00,97.96,1.47,7.12,0.86,1.49,0.74,1.12
2019-04-22 08:00:00,94.19,1.87,10.98,1.57,8.83,5.38,2.97
2019-04-23 08:00:00,96.3,2.44,8.89,1.88,4.65,1.48,1.88
2019-04-24 08:00:00,90.36,4.19,11.58,2.45,6.04,2.69,6.1
2019-04-25 08:00:00,95.29,1.66,9.84,0.95,7.01,4.38,4.87
2019-04-26 08:00:00,94.32,2.4,9.58,1.74,11.48,4.81,6.14
2019-04-27 08:00:00,89.47,4.87,10.87,3.21,5.84,2.37,5.76
2019-04-28 08:00:00,93.06,2.67,8.55,2.83,11.7,5.2,3.31
2019-04-29 08:00:00,52.33,17.05,8.26,12.51,23.31,12.04,32.73
2019-04-30 08:00:00,90.36,4.76,8.96,6.76,8.54,1.35,3.83
2019-05-01 08:00:00,88.24,2.82,8.09,2.31,12.22,5.51,4.35
2019-05-02 08:00:00,82.93,7.21,9.68,4.4,20.76,3.42,9.52
2019-05-03 08:00:00,93.59,2.17,9.43,2.78,8.75,4.29,4.49
2019-05-04 08:00:00,84.72,1.85,7.94,2.42,7.71,3.88,5.9
2019-05-05 08:00:00,92.31,2.54,7.36,1.33,7.18,3.79,2.85
2019-05-06 08:00:00,93.02,4.08,7.73,3.94,9.14,4.32,2.99
2019-05-07 08:00:00,90.48,3.14,7.89,4.14,19.21,2.95,3.7
2019-05-08 08:00:00,86.81,4.26,8.22,5.24,13.27,7.54,8.03
2019-05-09 08:00:00,93.33,2.47,8.8,3.46,10.52,4.04,3.71
2019-05-10 08:00:00,91.01,1.91,7.3,2.17,9.81,3.77,4.96
2019-05-11 08:00:00,92.11,2.99,9.27,3.54,9.71,4.23,3.12
2019-05-12 08:00:00,94.81,2.39,8.83,3.44,10.47,6.78,3.01
2019-05-13 08:00:00,94.25,1.9,8.01,1.08,14.87,8.63,2.33
2019-05-14 08:00:00,94.19,1.27,5.62,1.05,6.2,2.7,2.65
2019-05-15 08:00:00,97.67,1.02,7.14,1.34,11.51,8.33,0.78
2019-05-16 08:00:00,95.6,1.81,5.06,1.54,9.33,6.54,2.11
2019-05-17 08:00:00,92.13,4.53,9.99,3.66,11.62,5.13,3.97
2019-05-18 08:00:00,84.72,2.99,6.76,3.17,7.85,4.03,7.01
2019-05-19 08:00:00,90.91,0.95,6.11,1.19,14.11,8.22,8.51
2019-05-20 08:00:00,90.8,1.25,5.77,1.66,8.54,2.68,4.16
2019-05-21 08:00:00,87.65,3.33,8.02,4.19,13.89,9.09,7.63
2019-05-22 08:00:00,90.8,4.08,10.66,3.48,20.45,3.99,3.99
2019-05-23 08:00:00,50.0,17.6,4.58,6.67,27.73,19.44,54.45
2019-05-24 08:00:00,46.51,9.51,7.93,5.12,20.31,12.05,28.51
2019-05-25 08:00:00,96.0,1.64,6.67,1.83,6.99,2.46,3.4
2019-05-26 08:00:00,96.83,1.67,8.27,1.06,4.02,1.98,1.05
2019-05-27 08:00:00,91.03,2.74,8.57,2.44,7.02,3.03,3.4
2019-05-28 08:00:00,89.41,2.0,6.31,2.28,15.01,5.91,12.32
2019-05-29 08:00:00,86.75,3.01,4.36,3.96,12.48,6.55,5.64
2019-05-30 08:00:00,82.02,4.11,6.47,3.87,10.04,4.84,10.48
2019-05-31 08:00:00,95.51,1.58,8.08,1.47,7.37,3.79,1.91
2019-03-01 09:00:00,84.72,8.07,7.89,1.32,14.59,9.33,10.94
2019-03-02 09:00:00,78.26,8.78,10.79,2.2,26.91,11.58,13.72
2019-03-03 09:00:00,90.14,2.9,5.81,1.97,16.16,9.97,5.62
2019-03-04 09:00:00,76.92,5.88,6.25,1.55,18.11,12.86,12.25
2019-03-05 09:00:00,88.24,6.15,9.03,1.66,17.94,9.86,7.91
2019-03-06 09:00:00,85.29,7.25,5.53,1.4,10.85,6.18,5.85
2019-03-07 09:00:00,88.57,5.74,5.15,1.13,5.51,3.08,4.16
2019-03-08 09:00:00,83.78,10.07,9.81,6.76,31.81,11.41,11.66
2019-03-09 09:00:00,79.71,5.16,8.81,6.0,14.26,9.79,7.83
2019-03-10 09:00:00,82.43,7.57,6.64,2.69,20.43,13.75,11.3
2019-03-11 09:00:00,90.41,5.12,5.11,4.14,11.33,8.48,5.23
2019-03-12 09:00:00,91.43,2.87,6.01,1.74,8.63,2.95,3.84
2019-03-13 09:00:00,92.75,3.28,6.05,2.48,10.08,4.64,7.7
2019-03-14 09:00:00,97.1,2.16,7.35,3.59,15.45,9.17,4.74
2019-03-15 09:00:00,97.22,3.47,8.58,3.0,15.14,7.21,2.93
2019-03-16 09:00:00,85.92,5.96,11.47,2.18,15.62,8.91,7.76
2019-03-17 09:00:00,91.89,2.34,6.73,1.07,10.02,5.49,4.7
2019-03-18 09:00:00,94.59,3.23,7.4,1.51,6.59,3.15,2.43
2019-03-19 09:00:00,95.71,2.27,6.05,0.76,5.69,2.53,2.09
2019-03-20 09:00:00,95.71,3.69,7.18,1.56,11.91,5.08,4.23
2019-03-21 09:00:00,93.15,1.92,9.58,1.1,13.15,3.93,8.19
2019-03-22 09:00:00,93.33,4.61,8.17,2.31,8.5,4.13,4.33
2019-03-23 09:00:00,87.14,7.73,14.08,0.67,19.94,8.58,5.57
2019-03-24 09:00:00,100.0,1.81,6.77,1.09,7.13,3.22,0.95
2019-03-25 09:00:00,89.04,5.93,11.44,4.63,13.02,9.0,6.41
2019-03-26 09:00:00,88.41,2.19,9.78,1.42,7.26,3.16,3.19
2019-03-27 09:00:00,92.65,3.28,8.2,1.1,4.79,2.81,2.94
2019-03-28 09:00:00,97.22,1.6,5.98,1.08,7.46,4.59,1.79
2019-03-29 09:00:00,92.96,3.15,9.5,2.45,5.59,2.46,3.76
2019-03-30 09:00:00,94.67,3.65,7.96,2.63,9.3,5.29,8.68
2019-03-31 09:00:00,90.54,3.89,6.39,1.39,12.78,7.68,6.24
2019-04-01 09:00:00,79.73,4.51,7.37,0.62,18.81,11.0,12.39
2019-04-02 09:00:00,92.54,0.91,7.31,1.21,9.23,5.62,2.19
2019-04-03 09:00:00,94.52,2.51,6.09,1.58,5.59,2.62,4.27
2019-04-04 09:00:00,82.43,6.49,8.25,4.08,13.34,10.1,5.89
2019-04-05 09:00:00,89.33,3.69,9.67,3.29,16.6,8.33,3.8
2019-04-06 09:00:00,86.76,1.35,7.44,0.99,6.1,1.87,6.75
2019-04-07 09:00:00,93.42,3.01,10.0,4.18,9.87,5.13,5.46
2019-04-08 09:00:00,95.77,1.76,6.75,1.01,7.88,4.51,1.61
2019-04-09 09:00:00,92.65,2.79,7.2,1.31,5.55,1.88,3.29
2019-04-10 09:00:00,90.0,3.97,9.95,3.2,7.9,2.74,5.53
2019-04-11 09:00:00,71.79,7.78,10.24,5.68,11.55,8.53,8.88
2019-04-12 09:00:00,94.59,2.8,9.62,2.92,12.42,7.23,2.65
2019-04-13 09:00:00,83.82,3.74,6.05,3.07,9.0,5.21,9.49
2019-04-14 09:00:00,70.15,21.19,17.91,15.93,85.1,28.37,31.46
2019-04-15 09:00:00,80.56,6.03,10.83,1.29,21.46,14.88,11.18
2019-04-16 09:00:00,91.04,0.6,5.23,0.72,13.98,10.65,4.49
2019-04-17 09:00:00,94.12,2.54,9.03,2.79,3.96,1.29,3.31
2019-04-18 09:00:00,87.32,4.46,6.12,3.73,14.96,10.03,6.75
2019-04-19 09:00:00,87.67,4.56,10.11,4.99,9.09,2.81,4.49
2019-04-20 09:00:00,87.88,2.65,9.96,4.14,11.32,7.9,4.44
2019-04-21 09:00:00,93.88,2.78,10.97,0.61,8.02,5.76,2.65
2019-04-22 09:00:00,97.3,0.95,10.53,0.84,8.94,5.04,1.03
2019-04-23 09:00:00,94.2,1.59,6.42,2.1,5.09,2.2,5.7
2019-04-24 09:00:00,92.86,3.16,10.94,3.06,12.96,6.29,3.3
2019-04-25 09:00:00,93.33,0.99,7.76,1.2,4.14,2.07,2.29
2019-04-26 09:00:00,88.0,4.37,11.27,1.76,20.13,10.96,4.25
2019-04-27 09:00:00,89.23,6.2,10.69,2.95,8.7,4.74,6.29
2019-04-28 09:00:00,91.3,4.87,9.47,3.96,8.86,4.95,4.71
2019-04-29 09:00:00,22.06,16.43,8.4,8.21,27.54,16.1,48.38
2019-04-30 09:00:00,86.36,6.92,7.75,9.12,10.72,3.81,7.35
2019-05-01 09:00:00,95.59,3.09,6.32,4.07,14.91,8.24,8.46
2019-05-02 09:00:00,67.14,6.16,9.03,4.5,22.54,10.91,14.84
2019-05-03 09:00:00,88.89,3.54,10.33,3.47,12.38,6.8,7.92
2019-05-04 09:00:00,89.23,7.34,9.24,7.95,14.97,8.64,11.02
2019-05-05 09:00:00,97.22,2.01,5.58,1.4,9.28,4.87,1.44
2019-05-06 09:00:00,95.71,1.09,5.72,1.31,9.07,4.21,2.21
2019-05-07 09:00:00,83.78,5.73,7.74,5.53,13.38,3.89,6.41
2019-05-08 09:00:00,85.51,4.68,7.85,5.65,13.53,8.67,6.17
2019-05-09 09:00:00,94.67,3.16,7.17,3.64,18.33,11.28,3.59
2019-05-10 09:00:00,95.83,2.43,6.66,2.69,10.15,5.43,4.1
2019-05-11 09:00:00,86.96,9.04,9.06,9.41,16.29,6.71,10.86
2019-05-12 09:00:00,85.92,5.1,11.09,5.24,9.79,5.37,7.27
2019-05-13 09:00:00,89.04,3.14,7.64,1.47,8.3,3.64,6.19
2019-05-14 09:00:00,98.67,0.55,4.4,1.12,7.11,2.49,0.89
2019-05-15 09:00:00,98.61,1.38,8.0,1.22,8.75,5.24,1.26
2019-05-16 09:00:00,97.33,1.83,6.38,2.0,8.6,5.78,1.73
2019-05-17 09:00:00,87.84,5.22,10.01,4.3,14.86,6.9,6.88
2019-05-18 09:00:00,92.75,2.14,5.31,2.14,6.26,2.81,3.14
2019-05-19 09:00:00,88.89,1.68,6.21,2.25,13.25,5.92,9.83
2019-05-20 09:00:00,91.43,1.17,3.95,1.51,15.09,8.93,5.54
2019-05-21 09:00:00,85.71,4.38,7.72,5.45,11.7,6.28,10.7
2019-05-22 09:00:00,75.36,5.86,6.31,5.2,14.05,6.61,9.96
2019-05-23 09:00:00,52.0,14.71,3.88,6.84,30.09,24.69,37.57
2019-05-24 09:00:00,31.08,4.88,8.77,5.45,25.97,16.38,40.24
2019-05-25 09:00:00,95.52,1.34,7.43,1.54,8.96,4.3,2.1
2019-05-26 09:00:00,90.63,2.33,8.94,2.0,8.11,3.79,3.59
2019-05-27 09:00:00,92.96,3.94,9.15,3.18,9.59,3.27,3.07
2019-05-28 09:00:00,89.86,2.1,5.53,2.54,24.97,15.47,5.72
2019-05-29 09:00:00,81.54,3.65,5.72,3.08,10.76,6.04,11.0
2019-05-30 09:00:00,86.84,2.07,4.41,2.95,12.55,8.68,7.58
2019-05-31 09:00:00,91.89,1.54,7.02,0.96,11.44,6.89,2.96
2019-03-01 10:00:00,84.38,5.75,8.89,1.31,20.52,8.39,8.02
2019-03-02 10:00:00,73.47,6.02,7.27,1.76,28.03,11.06,16.47
2019-03-03 10:00:00,79.37,5.97,8.1,1.6,20.63,4.23,11.22
2019-03-04 10:00:00,80.0,4.12,6.83,2.27,23.99,13.63,10.62
2019-03-05 10:00:00,92.19,3.02,6.17,1.83,16.9,6.55,4.36
2019-03-06 10:00:00,96.88,2.72,4.82,1.83,12.87,5.39,1.58
2019-03-07 10:00:00,90.48,4.57,7.9,2.1,19.75,11.41,4.92
2019-03-08 10:00:00,80.3,3.48,10.04,2.52,28.63,7.31,10.23
2019-03-09 10:00:00,94.83,2.16,7.26,2.88,30.41,19.33,3.03
2019-03-10 10:00:00,83.08,6.8,9.01,2.98,30.57,15.77,9.69
2019-03-11 10:00:00,87.14,2.2,7.55,2.04,14.1,5.15,4.96
2019-03-12 10:00:00,89.71,2.1,5.91,3.74,12.67,3.95,7.81
2019-03-13 10:00:00,80.88,2.94,4.85,3.63,13.58,5.83,9.47
2019-03-14 10:00:00,72.58,9.84,5.65,8.84,20.81,6.67,18.37
2019-03-15 10:00:00,86.15,2.51,9.65,2.02,18.78,7.24,6.17
2019-03-16 10:00:00,88.14,3.05,7.27,1.61,17.37,8.37,2.98
2019-03-17 10:00:00,91.04,2.85,6.42,1.22,14.54,4.48,6.66
2019-03-18 10:00:00,97.06,3.09,6.54,3.84,17.43,8.98,3.32
2019-03-19 10:00:00,92.96,1.17,5.21,1.48,12.22,5.29,3.14
2019-03-20 10:00:00,92.65,1.87,7.88,2.16,19.76,9.46,3.35
2019-03-21 10:00:00,87.32,4.14,8.55,1.75,18.28,5.79,6.45
2019-03-22 10:00:00,95.52,3.24,8.97,2.13,17.32,9.88,2.48
2019-03-23 10:00:00,87.5,2.66,7.61,1.73,16.1,6.48,8.89
2019-03-24 10:00:00,96.88,1.14,6.41,1.33,11.9,3.09,1.16
2019-03-25 10:00:00,89.86,2.71,8.46,1.91,13.76,6.78,3.42
2019-03-26 10:00:00,92.54,1.66,9.11,1.96,14.3,7.02,3.36
2019-03-27 10:00:00,98.59,1.85,5.6,1.44,9.24,3.26,1.41
2019-03-28 10:00:00,91.43,1.5,7.43,2.0,11.7,7.47,9.53
2019-03-29 10:00:00,90.28,3.4,8.22,2.11,13.43,6.28,6.28
2019-03-30 10:00:00,87.93,2.62,4.99,1.78,13.99,5.19,5.31
2019-03-31 10:00:00,83.33,2.09,8.02,1.15,19.3,5.87,6.53
2019-04-01 10:00:00,89.71,3.87,9.68,1.62,26.4,12.48,5.72
2019-04-02 10:00:00,96.97,1.92,7.84,1.85,15.57,3.37,1.82
2019-04-03 10:00:00,97.18,0.73,4.33,1.42,8.83,3.17,2.14
2019-04-04 10:00:00,90.54,3.88,8.53,2.59,13.85,7.29,5.18
2019-04-05 10:00:00,97.14,1.24,8.6,2.14,13.5,5.02,1.67
2019-04-06 10:00:00,94.44,1.04,5.56,2.33,11.99,4.51,2.63
2019-04-07 10:00:00,88.57,1.54,7.66,2.26,13.44,2.71,9.67
2019-04-08 10:00:00,94.44,1.92,8.12,1.65,11.53,2.74,5.22
2019-04-09 10:00:00,94.37,1.56,5.15,1.94,10.06,3.15,3.0
2019-04-10 10:00:00,94.52,3.14,8.45,2.41,16.56,6.25,5.0
2019-04-11 10:00:00,87.14,3.89,7.73,3.2,14.97,6.77,6.93
2019-04-12 10:00:00,92.75,2.58,6.64,1.75,16.44,7.49,3.84
2019-04-13 10:00:00,98.28,1.03,5.66,1.91,14.34,7.41,1.69
2019-04-14 10:00:00,48.28,42.45,29.75,24.36,106.67,60.93,61.72
2019-04-15 10:00:00,82.09,3.87,9.9,1.46,28.98,19.2,11.76
2019-04-16 10:00:00,93.75,1.16,5.63,1.98,11.74,6.82,2.31
2019-04-17 10:00:00,92.96,2.48,7.01,2.65,15.58,6.38,2.66
2019-04-18 10:00:00,93.42,2.04,6.45,2.83,16.4,6.01,4.91
2019-04-19 10:00:00,89.86,2.17,9.43,2.46,18.11,7.76,5.64
2019-04-20 10:00:00,91.07,1.36,7.45,2.04,9.58,5.46,9.48
2019-04-21 10:00:00,96.34,0.55,4.64,1.51,9.6,6.94,2.88
2019-04-22 10:00:00,91.55,2.68,8.7,1.97,15.11,7.03,3.66
2019-04-23 10:00:00,94.03,0.48,6.86,2.04,10.05,3.57,2.22
2019-04-24 10:00:00,91.67,2.39,10.84,1.56,16.16,2.77,5.17
2019-04-25 10:00:00,91.43,2.37,7.44,1.71,12.65,5.34,4.56
2019-04-26 10:00:00,96.97,1.36,7.42,1.23,17.07,6.1,1.55
2019-04-27 10:00:00,92.86,1.25,7.71,1.8,9.32,2.33,1.91
2019-04-28 10:00:00,85.51,2.65,8.1,2.51,14.46,5.42,7.36
2019-04-29 10:00:00,28.99,16.12,7.89,5.88,35.14,18.16,44.93
2019-04-30 10:00:00,87.69,5.11,8.24,3.32,17.31,4.79,7.78
2019-05-01 10:00:00,91.18,2.75,9.34,2.49,17.92,4.28,3.71
2019-05-02 10:00:00,77.61,5.21,9.63,3.48,23.0,12.16,10.84
2019-05-03 10:00:00,90.91,1.59,8.29,2.44,14.82,5.24,17.02
2019-05-04 10:00:00,90.91,2.67,7.3,2.25,10.43,5.12,3.96
2019-05-05 10:00:00,95.24,1.3,6.57,1.4,13.9,4.71,2.76
2019-05-06 10:00:00,98.44,2.81,6.93,4.11,16.71,4.44,2.08
2019-05-07 10:00:00,89.23,3.15,9.64,3.34,14.31,3.06,4.75
2019-05-08 10:00:00,88.06,3.57,8.13,4.28,18.28,8.15,5.25
2019-05-09 10:00:00,92.65,1.75,6.0,2.87,16.81,7.06,3.15
2019-05-10 10:00:00,98.48,1.02,7.08,2.02,15.74,5.06,1.3
2019-05-11 10:00:00,88.68,3.09,8.21,2.21,20.25,7.31,6.3
2019-05-12 10:00:00,93.55,1.89,8.44,2.76,10.74,4.09,5.95
2019-05-13 10:00:00,95.31,0.39,7.85,1.41,15.93,9.45,3.94
2019-05-14 10:00:00,96.97,0.53,4.8,1.3,11.23,4.76,1.12
2019-05-15 10:00:00,96.92,1.06,7.22,1.18,17.2,5.51,1.29
2019-05-16 10:00:00,87.69,7.51,5.74,6.06,20.23,9.4,5.72
2019-05-17 10:00:00,92.42,2.35,9.68,2.8,22.2,12.0,4.92
2019-05-18 10:00:00,90.57,2.25,4.51,3.53,16.13,7.73,5.89
2019-05-19 10:00:00,88.71,5.13,7.7,5.1,30.88,14.04,9.98
2019-05-20 10:00:00,93.75,1.03,6.83,2.22,18.93,8.9,5.08
2019-05-21 10:00:00,85.94,3.69,8.41,3.86,22.11,12.63,5.89
2019-05-22 10:00:00,93.94,1.11,6.12,4.65,13.84,3.33,4.09
2019-05-23 10:00:00,76.92,15.98,5.59,9.28,23.33,18.94,24.48
2019-05-24 10:00:00,56.06,5.06,9.16,3.67,36.24,23.95,17.27
2019-05-25 10:00:00,98.21,1.09,5.69,1.48,18.04,1.21,0.73
2019-05-26 10:00:00,94.44,1.91,7.97,1.76,12.55,5.49,4.02
2019-05-27 10:00:00,95.0,2.27,8.87,2.43,16.76,2.57,6.78
2019-05-28 10:00:00,86.89,4.33,9.14,3.33,20.63,2.8,9.23
